label,l_elbow,r_elbow,l_shoulder,r_shoulder,l_hip,r_hip,l_knee,r_knee
Good Shoulder,99.2035967648775,85.9016794464047,101.49240761025776,98.53572481456074,171.81442777013345,166.43160674257035,172.003587608813,163.36911164744518
Good Tricep,172.53391373104085,168.96638724761996,7.157102095159276,5.8525853799686125,174.46049245408676,174.22617982456512,177.92802740265213,169.64146450009
Bad Tricep,100.25063511029293,96.3323942975948,19.232756146414566,33.995273782134845,180.21361633134947,180.96512113805585,179.53300613151526,174.15056286093645
Good Raise,169.18950568682615,164.83793647677211,13.48036289772392,13.089491682023747,177.13679635037056,169.5998817428403,178.87791205900913,171.83291090063318
Bad Tricep,177.4507436889724,171.7567694239631,13.50471003554836,16.61555061057722,174.3274006294941,171.66500330113857,172.08345361856226,175.431244976801
Good Tricep,65.85491874642572,62.97022094759196,12.52195847214996,15.224333918373592,178.64554674949196,174.7852767653187,175.1798866082009,167.8274891789648
Bad Raise,14.686153582255603,99.04916119804263,54.8462091690357,51.36534580140997,170.08273713458507,167.82881580245987,179.62656097342918,164.23981961294453
Good Shoulder,120.39629748154258,125.00144665954099,136.69171760476243,136.72358360158466,178.3442304331783,174.14664227949666,183.53134947534363,182.42466945314067
Good Curl,130.34594268983267,139.7544900721291,0.0,2.9972830064584692,172.74426299987573,178.36521779975774,177.9673473666534,175.609102545096
Good Curl,22.153353839327067,37.414742135889604,37.61278268018303,42.936460753817,171.78185739524918,177.01274226660502,177.7901347944161,175.66789070638032
Bad Raise,178.0361914140421,185.01333203379346,17.818977728428187,20.96696369879517,171.53812996097537,174.21048566481826,175.67349959012043,176.71747800207356
Bad Curl,133.63524234247313,135.59958990018646,4.037708595909879,3.8315994134670235,178.6124604767755,178.06966182392404,167.85339194139164,172.2221952016773
Good Raise,165.6666132816524,166.56330357875393,32.83204127016856,21.729173968080975,173.56506258556374,174.23447885889746,179.47165832987903,180.50736765553495
Bad Shoulder,164.71444814637977,163.79074045056802,159.05182675215158,164.0148706314631,176.3881097361315,178.25141724205892,179.66211431826957,179.27601640281938
Bad Squat,154.66936389933207,144.90515336670873,25.918496943365845,15.99856906651505,102.10879207916645,102.64704800587259,129.62676984925062,134.77102191472792
Bad Tricep,58.70157446570768,63.357367850592674,7.143246002088046,8.612381498588052,178.8137897102808,177.5030793653176,175.2035355108711,174.32153703765826
Bad Raise,53.877866110283364,18.02761653466161,25.88033558321795,23.984300722740414,178.33158746579883,170.6147549985906,177.62103815432064,182.30850064627
Good Tricep,59.55016789488536,63.66564280112279,0.0,5.609352281242083,176.9406570774804,175.59742234122336,175.23394927788922,170.06868547410934
Bad Curl,105.2991647079926,98.42341741106749,17.72096435754117,14.56981411640386,178.98143058912763,181.80102550635826,181.65580583494216,168.76979521274896
Good Tricep,183.8009593204819,170.26293269502818,8.842081423280588,5.546645617496997,173.5941985245004,176.83868905361882,174.75731191813276,174.31998193685294
Good Squat,2.2016189271526447,26.98106372472261,14.066744390881013,27.31536884839209,177.94252859180827,179.6708462603169,172.27731460649517,178.83585951042454
Good Curl,1.3641958101932934,0.20659064005411643,11.06548504799905,9.945221465874708,178.31097553376398,173.9624335915492,184.05488013239875,177.21530232914097
Good Curl,4.58474716479683,1.7276993592299164,12.880865280474762,11.502716097892359,176.33672358201085,169.94324808090914,179.7181191312823,177.5325398399406
Bad Squat,10.212284379788406,17.242179133047475,10.4079872558351,13.98504279095728,178.63922149777733,181.3827657653473,182.2878541643231,179.5216847983818
Bad Shoulder,73.66014837139934,79.55542890523975,74.50777704491856,78.65180020856494,175.324897326807,173.78943583554295,181.31841168713194,180.1710870200535
Bad Squat,150.49725864309005,173.23462981324397,7.01130347159895,0.0,175.14683980646942,176.62831720884978,178.41856024149837,173.39164476737366
Good Curl,100.39540738733191,94.37243106632661,3.5910827609859783,9.731583935147299,174.94874708368317,172.9887855458223,176.1818829960259,173.7881932710856
Bad Tricep,157.8156858166201,143.85134851111312,12.449860020455242,15.624821939326932,177.37466907006586,184.95502891612563,173.22228360562752,178.82073498522988
Bad Tricep,156.55264643788527,153.32027835538048,21.70761781867183,17.563251066118404,176.27525003505767,176.9439772665531,175.98614796549532,177.9074526303478
Bad Curl,62.03626856060259,168.9464963997145,15.774843928729961,8.542002106702174,165.69463300846488,174.5080636014025,181.28471864552486,183.21732463388562
Good Squat,62.87979907770654,55.29690663725887,0.35073060654499955,3.7651114306330444,172.80718783156343,173.46176297520557,176.93120325259318,178.2320023868225
Good Raise,150.9027796993713,163.2793286065381,36.982746945451815,32.16800989658374,177.76047598139291,167.84101886616182,184.4906664721148,180.5136878440109
Bad Raise,112.69271474780975,118.23008582197303,110.03073164923045,88.36681147827396,173.76387546493575,177.07753955351228,173.75158966816218,178.17847435491808
Good Squat,42.81280410689351,32.35401213043247,24.6443947961012,55.01100512557062,162.81210714314142,163.83385848454904,167.6908840890556,172.84806893107395
Bad Curl,95.33031185325859,41.73491822855851,114.93779132330182,110.08028359652569,170.143297815866,176.1853531684429,172.0498318765143,174.89304905484767
Bad Squat,8.291080729463967,43.12245704450406,11.877490640174964,15.174710159798613,158.08963651423727,165.65661556663736,171.285514990986,174.95077980407083
Good Shoulder,72.1754053372868,72.76281101597108,77.11769391069554,77.52509213497937,168.67888770261285,172.77292091393107,181.91031841162606,181.30440521433553
Good Tricep,172.28833915344282,175.63892255310773,9.669063457577906,4.0097561975892,178.48943890760745,176.9695065697039,172.58129369978457,175.86639648534592
Good Tricep,174.22475752545694,175.13620361922898,7.588679800490644,6.743222357494683,172.88179156154297,175.43594023162967,169.69037275215896,175.33718016704958
Bad Shoulder,160.27073193873392,167.04164765429198,179.40590279487134,178.3013772026358,178.49892712915073,176.11900202136027,176.26569736649407,177.19166513825553
Bad Tricep,163.6520770044836,140.70516628493084,30.135902705956823,35.952501583732435,178.63754021559402,178.57112322172634,172.90325666358032,171.7659678096661
Bad Squat,47.58382995790449,48.56221277137947,11.457884369108797,3.975996463904066,169.7288744979144,173.53211624800406,167.7524590745395,174.87131713951973
Good Raise,172.08653994282332,170.34223649139105,11.353370169933699,9.01458000284668,169.88844113677004,168.15470831789926,177.54506981581625,174.57148255932586
Good Raise,161.73088920872766,167.00858853870469,11.716579657229346,12.828610240060378,169.46384812415516,175.87328921201828,176.2013118765507,178.9527776884658
Bad Curl,144.17305459650188,141.99068817063937,0.5903579283219831,0.8373979457670062,181.4449411791527,180.29286551004466,175.8192930510205,184.03410071312027
Good Raise,132.4362609651935,139.0829665795092,74.99383342379699,100.80581033530633,170.7261962513406,173.47270628517373,175.392092626155,174.30044496846278
Bad Shoulder,180.7689421959564,180.71713104940238,9.535559008932672,11.003605062699362,170.89577057022947,176.16156068577538,177.23161270104413,179.31309182376845
Bad Shoulder,166.3522089393206,162.4273580920075,176.88477636648446,177.405285843238,176.4738369873791,184.00634233320335,174.17241633713365,178.3553865452205
Good Tricep,185.01593830655486,182.64036732533552,1.214906924270744,7.329924430819107,175.8329925354758,176.42251364943718,177.67568345411007,176.92020727936386
Good Tricep,134.70413740568904,130.70265169984538,4.496712089718214,10.102231992440359,178.27945930073386,180.12909828168793,181.70003616031187,179.57721954217683
Good Squat,112.98627016167714,22.331856249524343,12.488718766160998,21.147063425683285,103.47971783810829,103.51807414873406,107.5223922135326,107.995481369658
Good Raise,162.16984695636077,168.17913680555384,7.918567910403324,3.8061900934980724,171.0218524633927,167.35299717733508,177.89099350794336,181.01159403030337
Good Raise,165.84386359384578,173.2046401203697,9.047193047691577,0.0,169.35200472778965,171.03079801434504,181.14880173446076,171.47996481230248
Bad Raise,104.20845779957658,123.09244819581187,82.39090048689677,101.8197838095033,178.1567441128954,170.86091077437084,178.22230142180294,177.09798975493152
Good Raise,153.66159064381665,175.8334487279455,82.42446337941588,66.41802530523877,170.50196089854367,173.01843243354654,179.19103864503316,179.109311568053
Good Curl,47.752134517092955,86.78285822641499,7.985150383458829,2.939477542775254,184.11487790528943,170.53792226126023,183.89715211418343,182.78870744083179
Bad Squat,50.06646415192843,47.703697252337776,5.393241396686619,0.0,172.41167792434265,168.8143920803024,171.13857722647887,167.09503913305687
Good Shoulder,28.520656670619704,121.7174742975996,28.479393280751623,20.810392550288555,81.18869136572242,93.02838555249504,147.42662295690027,135.0955007184287
Good Tricep,166.43059144461648,166.70531251357588,4.334306244524413,0.0,179.97576465683733,174.04921851902517,180.50158474453985,171.88260680270355
Bad Squat,40.48956856789142,35.63844928109577,0.0,1.7941013002408783,174.65768663401943,173.87351151368026,175.72412434266943,176.94340419771672
Bad Squat,169.06677849818922,161.49362689923083,4.8735372689679,11.270435893694088,165.95010669116073,168.57387341698157,170.57276395672332,173.93912335065264
Bad Shoulder,131.5939578292281,112.69470948564673,154.34287431060076,127.40212638384124,175.86327761534096,176.36842683138505,179.54792722263463,177.87265508335628
Good Shoulder,145.49373206154277,140.1560293273668,161.10185988959768,155.10426740995837,176.44303297322932,178.43630662322886,175.7264988052128,181.36547025691897
Bad Shoulder,160.15166447786234,154.3479696995033,172.88722644628902,157.89243486110163,176.90566983288932,172.26952301102523,175.96072838037733,176.34178172836567
Bad Squat,178.80930945378051,167.91476485033778,29.359761050177937,19.37721878308021,119.99068330797596,120.23349026011262,153.12825056991213,149.85560096779227
Good Raise,170.2686232555883,171.10795186894669,13.79933395295113,10.189837645830526,172.30816437207793,171.83820968832362,179.887852876393,179.34410893092658
Bad Raise,170.41422377831037,177.22143676045746,20.16157536316038,13.635212512223738,172.11981637141338,170.79994392138136,175.37115832900534,176.34377030519968
Bad Tricep,71.77449423647276,68.1331736418804,15.10653582033356,19.69261950464208,176.24240042454184,177.1968402706369,181.0713306909448,178.53795631359378
Bad Squat,45.08116163613887,51.50754105895708,6.499107426910117,8.044037583304142,174.7889163439772,165.88865771129556,172.9216254235683,175.45397340704216
Good Tricep,92.22521501245704,92.15162357616714,13.314497056673769,16.984399690424627,176.61739865907646,172.87064854383382,180.3619999016238,172.16115265366102
Bad Tricep,177.1133782289488,180.4899410843811,10.187009168168153,13.296234735482413,175.77507879358,178.86586789522164,176.5104814159336,176.3003253618462
Good Squat,9.31688573093438,23.233914238983733,32.261399928137024,33.86820882316326,97.99713136599485,98.9576938050335,107.1908761844204,108.43313802775768
Bad Shoulder,151.25885058125778,179.88832900187705,15.906321691440974,14.195895632380521,179.85469577102575,166.72935321978477,167.95439795269309,170.80375355964765
Good Curl,6.529764911221998,7.239322769243367,7.174926004668553,9.4605163920568,176.57391084128636,178.39232655384492,178.8287448024966,179.76710937488693
Good Raise,168.75438059744044,170.2392251498504,12.732909364133508,6.860066879575251,166.87546438474916,172.50975350697888,176.46450583371723,181.92687847323728
Bad Raise,174.97561252876034,169.97435653381774,11.405368162491653,6.506422706569573,181.1778755680097,171.87639093047423,178.79684985336377,181.56328726293083
Good Squat,21.19396023320369,50.670814486742735,31.787948266759823,45.76698452255929,104.08074170497969,105.30974474348514,109.12051652068271,111.0954038484806
Bad Raise,165.7454124572408,159.2223482410017,10.533456784527688,1.1311467003656934,174.08703435288683,176.86362605781108,179.5631651980087,175.88036009704788
Good Tricep,146.77294294575287,147.9568827566763,6.594970267945148,4.092551448765208,174.71795239595565,179.21601634691677,175.705190574292,179.7068848236744
Bad Raise,103.10187594033133,9.054455631904924,17.44155813664735,7.931129338206026,177.42172363057776,177.52664417777268,176.49447952846208,178.78624830091968
Bad Squat,12.13960853438881,22.12719326048146,17.35951780161833,21.41634653084984,178.82392789225966,171.92674380957538,175.61440964003629,183.95700479697118
Good Tricep,169.59818195541956,174.52528348177202,4.504190528959502,6.563989419717124,177.01137507236064,174.41670939186386,175.29421226549908,171.1575965334421
Good Curl,87.8693224213639,77.81446987243879,4.145935724694688,0.5354304568918913,172.51977800785633,180.0584584150501,176.12757631291967,178.96109495737036
Bad Tricep,100.74410558345842,53.45408162612092,12.662226962201414,9.542015879933944,176.98660777505629,177.57145811075097,174.693648725224,174.5490465213622
Bad Tricep,166.67157020624595,160.98360906175841,8.499368426419672,8.70164984099411,178.80555802181834,172.21199469368162,171.9641873269854,171.07074490507054
Bad Shoulder,127.16991295710321,106.86372400840963,153.801285550418,130.00271988798346,178.75673596124096,175.55288566924997,168.74319673504561,178.2115823649931
Bad Curl,6.495137222616018,50.99236028353933,16.48448614609992,28.139665116990425,169.43614122029675,174.26697924534605,177.41721878257482,179.46249487948714
Good Curl,153.27950945545518,160.34756192911195,0.0,0.0,169.1879634486719,176.0770774888181,180.0716223748336,179.8067707835873
Good Curl,176.62422323721458,182.99878505733562,15.382643091379496,0.0,176.61333979310157,175.57660851968842,184.86109305618467,178.4460447578426
Good Raise,169.6934599016515,165.4211666065657,20.15697705622269,18.67384211443012,173.80246129211855,172.0842684697725,178.0522675507655,178.84536152802534
Good Shoulder,163.25125005017358,167.4970975048272,170.68875539026988,183.09129528516468,181.8136989387103,174.8858979518233,177.53539968684638,177.8794131935615
Good Raise,159.61314910971817,170.02042209422257,9.788306002753686,6.874402208686085,174.62471162050193,175.21633631783817,184.47215295477093,178.13689157919174
Bad Shoulder,102.77064473226994,136.10702390790394,125.57878735349604,147.06232179178312,172.65233504386586,174.46422060655834,179.0611929821514,176.9652210302346
Good Shoulder,121.06789953401281,121.78337502039005,141.27526681536045,136.14401732248007,171.17916826227363,179.34078034772503,184.51948598550723,176.5917810183984
Good Raise,158.12992653892977,142.82756043935157,48.13171629758568,70.00213505831748,173.36139408341103,171.08680397558683,179.97215816492906,178.74329201126497
Bad Raise,86.28243735209578,10.590384060915795,33.486043221646405,32.78454642062068,172.47922579700588,175.0692016681392,171.2599577913944,177.89975289083654
Bad Squat,182.75865753886762,77.76512701581642,8.405803479299037,13.677661776924946,166.65468137907922,175.44171779397746,172.65768240904382,177.66759417310215
Bad Squat,50.797906624488824,39.97335300668184,9.341557879116355,1.4182153156110902,177.80821534002024,176.42234618457644,174.14476629896234,183.37908453570554
Bad Tricep,176.84904774706052,172.65134789342812,4.595178999527176,8.306895968030798,176.84884361780598,169.15502729590713,167.26409641986092,171.54951415284594
Good Shoulder,89.04090164417751,108.07920730643966,102.6691266500995,64.95168117974899,10.781982906471804,9.463170727102828,14.634876071383962,103.95344473515017
Bad Squat,41.92021756835264,45.29745272265103,15.603895663710103,15.109392085606292,156.27345269031227,163.97332700104255,168.9759317706644,162.45600290841446
Good Tricep,109.66244890646638,112.33568202150467,12.012012453827777,15.173739852761598,173.28801645752583,177.02796043502335,172.58087790050575,176.99497086988447
Bad Raise,175.94324273863094,156.9251201906495,2.6844773922274068,161.64195545442104,172.50806731591754,168.16667289746783,174.88219276864788,172.49506216545024
Good Shoulder,158.93029848581278,157.38387901601376,167.54815714677017,168.9583530555121,177.45625676475376,176.56320967781903,178.91833455924228,177.6205169491829
Good Tricep,163.23396893830957,164.06242854240597,1.7861110904887152,4.472031571623948,175.994800969256,184.76440834088464,171.73218946786162,176.46762713191703
Good Squat,59.99145718455756,51.40207323857483,0.503018308698652,7.293826797758919,175.76898852962518,174.50652364854153,178.47101833382214,178.95189857718907
Bad Tricep,165.9596522744971,175.00102854744134,9.951007021134838,15.785639060184337,177.8968742547398,183.5227666299827,182.152769847623,170.32790170365195
Bad Tricep,169.7729544653985,171.65151410900447,7.1140502975744,12.008381033297011,177.22845471576724,175.0127487104894,174.77315450761563,174.77325381426095
Good Shoulder,57.992334314660084,67.08130893403045,69.75211824371993,80.04388903222195,173.96719329918662,176.40226440645208,180.1317802197559,179.07609748077164
Good Raise,138.42983671282425,151.2042692872314,52.23428712007597,62.302577720603026,167.45181202283894,172.15338244704836,178.2263021463294,174.64322446685722
Good Shoulder,182.2184299724232,172.3607693045416,175.1795918557448,173.26826096069888,174.40664500425606,176.9947877849898,177.3876488496708,179.61017176441229
Good Shoulder,62.21067723117928,58.66546049323684,75.50153771201347,70.03256027180458,170.9636128088989,174.55196723029906,174.55966814991427,176.55390080841892
Good Curl,20.254088843328585,27.78009126051347,0.0,0.5998812539667551,179.10339659050774,182.4400399393472,178.3563703395254,179.2524727088518
Good Squat,28.005653237325326,30.54963673836385,35.77853053026168,49.80581668584931,116.2606206164958,122.14353806456513,129.4032276010508,126.04856964063526
Bad Squat,177.22554856148204,137.18154210574144,13.102064584603909,9.863464415761706,156.5105932751297,155.96263556325653,167.88592846802095,173.10316768955116
Bad Tricep,122.15143643685997,112.79073238345407,10.27215008631342,14.86827866684339,178.1455266924629,174.82457848168661,171.80542864024486,170.28902883440327
Bad Squat,176.1679004855439,52.15069055567321,3.351528984265616,8.418895534362733,170.45844035239026,171.3049590293773,172.77859747522643,174.66907147878587
Good Tricep,53.806254902827725,44.95048448869316,4.389387526974997,9.582705674347997,176.01178077871535,183.74575112627397,169.50933186597467,180.21157949755982
Good Curl,153.74303145385016,148.58183149235776,3.61129607974451,0.6587275477151557,175.79716042370916,175.61731801743255,177.342947765673,179.8388076649684
Good Squat,11.391854659328072,19.669480821062145,44.180123212045004,15.800731628043128,179.35829008600453,178.78771602401966,183.10178894928646,179.19925858921124
Bad Tricep,155.33667812335284,149.39711521612716,18.009816275569435,17.842216546567638,184.31017345809795,180.8419079413025,172.24774611844762,176.51387333127474
Bad Shoulder,79.45113550548754,110.21724110634382,89.81145104150436,122.58179577683964,171.83956130321388,171.46807133700852,176.78811247521725,171.39234918829428
Good Squat,19.959194610626405,11.741646839407217,15.893367564034902,4.417975549887865,172.41317065940734,180.3500967671472,176.08653962377244,178.27579504403246
Bad Tricep,175.5195225667348,163.09136065463937,6.944066671072475,9.787967188693257,173.00383851334084,175.86862782299463,174.05215014833,173.59404302930903
Good Raise,173.32540231984518,167.55095400571983,19.43970209895822,16.197034803346277,175.98857779492315,169.3245009349673,184.42414406424805,183.85848855920028
Good Raise,165.69640114078982,170.60899779145456,8.802932953215397,5.896578408348969,172.37624356677782,171.41451703313672,174.0517823041717,177.96931117208547
Bad Curl,4.753323863857088,66.08758043627397,46.74204912759535,78.23945054526533,173.84650833231674,173.10903204633294,179.25075624551914,175.9568145292303
Bad Tricep,172.373745375382,175.0047152109356,16.249934271906817,11.396907587967746,177.86670636558262,179.47727573878092,175.78297595609533,177.0913209362369
Bad Curl,33.3790346599795,24.23492815905982,31.34185384027496,13.043745347154491,165.93851674231965,164.35227835744158,178.3469325640184,177.29334738796035
Good Shoulder,86.57466692861422,84.0166173637668,89.36567574091447,113.27120997961664,178.19864940596577,179.15792014861395,178.2332761499643,181.55705762685605
